"","Order","ID","FID_1","FirstID","SecondID","ThirdID","FourthID","FifthID","SixithID","SeventhID","CU_n","East","North","Unit","Site","Subsite","Area_m2","Area_ha","Time","PreXM_taq","NewPoly","Pct_XM_Ceramics","CerAbund","Wrong.a","Notes.a","Func1","Func1_d","Func2","Func2_d","Arch1","Arch1_d","Arch2","Arch2_d","H2020_1","H2020_2","H2020_3","H2020_Wkshp","Ang_Func","Ang_Func_d","Ang_Pop_calc","Ang_Area_m2","Ang_HH1","Ang_perHHArea","Ang_Incl","AnnieNew","Small","SmallGroup","Flag_AptCompClass","ReclassAng","ReclassAng_notes","ReclassH2020","ReclassH2020_notes","ClassBy","XM_c","XM_f","XM_d","XM_group_c","XM_group_f","XM_group_d","XM_macro_c","XM_macro_f","XM_macro_d","XM_DwellingUnits","XM_Pop","Unoccu","Flag","Flag_notes","Flag_code","AnnieRev","AnnieRev_Notes","Ring","StatusDiff","Workshop","Include","DELETE","DELETE_notes","OffMap","NoColUnit","Notes","XM_PersonsPerDwellingUnit"
"2218",2210,951,951,3151,NA,NA,NA,NA,NA,NA,1,516948.9603,2177040.182,"N3E2","23","D",734.655,0.0734655,"",0,0,0.127118644,6,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",19.00770891,833,3,278,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",2.26535615171138,16.7636355226642,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2219",2211,952,952,3164,NA,NA,NA,NA,NA,NA,1,516900.2237,2177067.204,"N3E2","28","B",391.636,0.0391636,"",0,0,0.020408163,-1,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",10.13135985,444,1,444,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.20763490595128,8.93649830403947,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2220",2212,953,953,3149,NA,NA,NA,NA,NA,NA,1,516915.9623,2176999.532,"N3E2","23","B",1567.711,0.1567711,"",0,0,0.099137931,6,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",40.57107616,1778,5,356,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.83413814369411,35.7726222633364,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2221",2213,954,954,3150,NA,NA,NA,NA,NA,NA,1,516958.7845,2176989.116,"N3E2","23","C",1458.905,0.1458905,"",0,0,0.104803493,4,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",37.74159729,1654,5,331,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.4986278137527,33.28984582177,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"2222",2214,955,955,3165,NA,NA,NA,NA,NA,NA,1,516868.4323,2177139.103,"N3E2","29","NONE",892.073,0.0892073,"",0,0,0.16091954,-1,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",23.09219858,1012,3,337,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",2.75076472402097,20.3556589577552,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2223",2215,956,956,3145,NA,NA,NA,NA,NA,NA,1,516851.5505,2177043.929,"N3E2","22","A",849.638,0.0849638,"",0,0,0.022770398,8,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",21.97409806,963,3,321,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",2.61991366019118,19.3873610854147,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2224",2216,957,957,3146,NA,NA,NA,NA,NA,NA,1,516846.6963,2177007.018,"N3E2","22","B",1047.585,0.1047585,"",0,0,0.12345679,8,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",27.10823312,1188,4,297,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",3.23029602220167,23.9041905642923,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2225",2217,958,958,3147,NA,NA,NA,NA,NA,NA,1,516875.9755,2176999.883,"N3E2","22","C",636.655,0.0636655,"",0,0,0.02,-1,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",16.47486895,722,2,361,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.9631668208449,14.5274344742522,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2226",2218,959,959,3160,NA,NA,NA,NA,NA,NA,1,516858.2351,2176952.057,"N3E2","25","NONE",2708.686,0.2708686,"",0,0,0.029126214,6,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",70.07523898,3071,9,341,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",8.35240826395313,61.8078211532532,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2227",2219,960,960,3144,NA,NA,NA,NA,NA,NA,1,516659.7637,2177132.549,"N3E2","21","NONE",2333.977,0.2333977,"",0,0,0.047619048,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",60.40024669,2647,8,331,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",7.19696885599753,53.2575695343817,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2228",2220,961,961,3142,NA,NA,NA,NA,NA,NA,1,516666.3566,2177013.02,"N3E2","19","NONE",1713.947,0.1713947,"",0,0,0.038461538,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",44.35892692,1944,6,324,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",5.28506629663891,39.109490595128,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2229",2221,962,962,3143,NA,NA,NA,NA,NA,NA,1,516734.3879,2176995.145,"N3E2","20","NONE",2447.839,0.2447839,"",0,0,0.055555556,4,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",63.34381745,2776,9,308,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",7.54806968855998,55.8557156953438,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2230",2222,963,963,3139,NA,NA,NA,NA,NA,NA,1,516745.612,2177038.736,"N3E2","18","C",594.98,0.059498,"",0,0,0.09375,4,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",15.40240518,675,2,338,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.83465926611162,13.576478569226,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2231",2223,964,964,3137,NA,NA,NA,NA,NA,NA,1,516684.7566,2177054.592,"N3E2","18","A",383.147,0.0383147,"",0,0,0.017857143,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",9.903176072,434,1,434,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.18145852605612,8.74279309281529,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2232",2224,965,965,3140,NA,NA,NA,NA,NA,NA,1,516738.9378,2177072.913,"N3E2","18","D",572.212,0.0572212,"",0,0,0,6,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",14.80912735,649,2,324,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.76445266728338,13.056949737897,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2233",2225,966,966,3138,NA,NA,NA,NA,NA,NA,1,516714.2239,2177055.133,"N3E2","18","B",576.072,0.0576072,"",0,0,0.014184397,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",14.90040086,653,2,326,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.776355226642,13.1450286771508,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2234",2226,967,967,3136,NA,NA,NA,NA,NA,NA,1,516595.8891,2177014.097,"N3E2","17","NONE",2953.144,0.2953144,"",0,0,0.027681661,7,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",76.41874807,3349,10,335,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",9.10621029910576,67.3859562133827,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2235",2227,968,968,3120,NA,NA,NA,NA,NA,NA,1,516545.9327,2177059.288,"N3E2","1","NONE",2499.739,0.2499739,"",0,0,0.046875,3,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",64.69010176,2835,9,315,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",7.70810669133518,57.0399895158804,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2236",2228,969,969,3104,NA,NA,NA,NA,NA,NA,1,517170.5218,2177771.832,"N4E2","52","NONE",1378.942,0.1378942,"",0,0,0.014778325,5,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",35.68794326,1564,5,313,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.25205673758865,31.465219858156,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"2237",2229,970,970,3094,NA,NA,NA,NA,NA,NA,1,517119.6217,2177768.746,"N4E2","46","NC",2533.434,0.2533434,"",0,0,0,2,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",65.55720012,2873,9,319,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",7.81200740055504,57.8088547641073,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"2238",2230,971,971,3105,NA,NA,NA,NA,NA,NA,1,517161.2097,2177736.941,"N4E2","53","NONE",985.043,0.0985043,"",0,0,0.051282051,4,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",25.48812828,1117,3,372,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",3.03744372494604,22.4770835646007,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"2239",2231,972,972,3095,NA,NA,NA,NA,NA,NA,1,517104.964,2177711.246,"N4E2","46","S",2774.014,0.2774014,"",0,0,0.02173913,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",71.78661733,3146,10,315,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",8.55385137218625,63.2985001541782,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"2240",2232,973,973,3111,NA,NA,NA,NA,NA,NA,1,517128.4256,2177629.421,"N4E2","58","NONE",2329.573,0.2329573,"",0,0,0.016556291,6,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",60.28615479,2642,8,330,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",7.18338883749615,53.1570773974715,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"2241",2233,974,974,3108,NA,NA,NA,NA,NA,NA,1,517089.1146,2177643.961,"N4E2","56","E",2150.114,0.2150114,"",0,0,0,4,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",55.63120567,2438,8,305,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",6.630015417823,49.0621140918902,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"2242",2234,975,975,3093,NA,NA,NA,NA,NA,NA,1,517064.8846,2177786.813,"N4E2","45","NONE",2122.303,0.2122303,"",0,0,0,5,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",54.92383595,2407,7,344,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",6.54425840271354,48.4275121800802,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"2243",2235,976,976,3109,NA,NA,NA,NA,NA,NA,1,517052.6942,2177663.803,"N4E2","56","W",2075.106,0.2075106,"",0,0,0.012658228,3,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",53.69164354,2353,7,336,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",6.39872340425532,47.3505531914894,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2244",2236,977,977,3115,NA,NA,NA,NA,NA,NA,1,517113.9227,2177574.923,"N4E2","62","NONE",1305.081,0.1305081,"",0,0,0.035087719,-1,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",33.77119951,1480,5,296,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.02430157261795,29.7798316373728,NA,0,"","",NA,"",3,0,0,1,0,NA,0,0,"",7.4
"2245",2237,978,978,3110,NA,NA,NA,NA,NA,NA,1,517066.1798,2177581.825,"N4E2","57","NONE",2394.588,0.2394588,"",0,0,0.019083969,6,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",61.95189639,2715,8,339,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",7.38386679000925,54.6406142460685,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2246",2238,979,979,3102,NA,NA,NA,NA,NA,NA,1,516971.3346,2177865.12,"N4E2","50","NONE",1306.149,0.1306149,"",0,0,0,6,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",33.79401788,1481,5,296,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.02759481961147,29.8042016651249,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2247",2239,980,980,3092,NA,NA,NA,NA,NA,NA,1,516964.1946,2177817.098,"N4E2","44","NONE",1841.174,0.1841174,"",0,0,0,4,"","",2,"intermediate status residence",4,"high status residence",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",47.64477336,2088,6,348,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",5.67737897008942,42.0126043786617,NA,0,"","",NA,"",2,1,0,1,0,NA,0,0,"",7.4
"2248",2240,981,981,3062,NA,NA,NA,NA,NA,NA,1,516902.9932,2177787.953,"N4E2","21","NONE",1381.163,0.1381163,"",0,0,0,3,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",35.73358002,1566,5,313,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.25890533456676,31.515899475794,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2249",2241,982,982,3049,NA,NA,NA,NA,NA,NA,1,516908.3504,2177672.886,"N4E2","7","NONE",1745.922,0.1745922,"",0,0,0.015384615,-1,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",45.18038853,1980,6,330,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",5.38366327474561,39.8391082331175,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2250",2242,983,983,3055,NA,NA,NA,NA,NA,NA,1,517013.8786,2177626.011,"N4E2","13","NONE",1612.59,0.161259,"",0,0,0.012121212,5,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",41.73481344,1829,6,305,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.97252543940796,36.7966882516189,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2251",2243,984,984,3054,NA,NA,NA,NA,NA,NA,1,516996.9343,2177582.575,"N4E2","12","NONE",2190.69,0.219069,"",0,0,0.009090909,6,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",56.68085106,2484,8,310,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",6.75513413506013,49.987992599445,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2252",2244,985,985,3114,NA,NA,NA,NA,NA,NA,1,516941.4797,2177705.919,"N4E2","61","NONE",1234.505,0.1234505,"",0,0,0.026315789,3,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",31.94572926,1400,4,350,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",3.80667591736047,28.1694017884675,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2253",2245,986,986,3113,NA,NA,NA,NA,NA,NA,1,516979.3417,2177683.332,"N4E2","60","NONE",1453.403,0.1453403,"",0,0,0,4,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",37.60468702,1648,5,330,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",4.48166204131977,33.1642991057663,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2254",2246,987,987,3112,NA,NA,NA,NA,NA,NA,1,517013.1155,2177663.11,"N4E2","59","NONE",603.365,0.0603365,"",0,0,0,4,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",15.60777058,684,2,342,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",1.86051495528831,13.7678106691335,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2255",2247,988,988,3048,NA,NA,NA,NA,NA,NA,1,516958.2297,2177649.323,"N4E2","6","NONE",1247.289,0.1247289,"",0,0,0.058823529,5,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",32.26518656,1414,4,354,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",3.84609620721554,28.461111933395,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2256",2248,989,989,3053,NA,NA,NA,NA,NA,NA,1,516871.7128,2177686.931,"N4E2","11","NONE",1935.653,0.1935653,"",0,0,0.043010753,6,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",50.08633981,2195,7,314,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",5.96871106999692,44.1684619179772,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2257",2249,990,990,3052,NA,NA,NA,NA,NA,NA,1,516855.8217,2177628.707,"N4E2","10","NONE",1658.98,0.165898,"",0,0,0,4,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",42.9213691,1881,6,314,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",5.11557200123343,37.8552328091274,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2258",2250,991,991,3051,NA,NA,NA,NA,NA,NA,1,516895.6448,2177618.749,"N4E2","9","NONE",1911.221,0.1911221,"",0,0,0,2,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",-1,"primary interpretation is the best assessment of a very ambiguous situation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",49.44742522,2167,7,310,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",5.89337341967314,43.6109633055813,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2259",2251,992,992,3065,NA,NA,NA,NA,NA,NA,1,516760.8332,2177768.484,"N4E2","25","NONE",2477.135,0.2477135,"",0,0,0.052173913,5,"","",2,"intermediate status residence",-1,"primary interpretation is the best assessment of a very ambiguous situation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",64.09682393,2809,9,312,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",7.63840579710145,56.5242028985507,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
"2260",2252,993,993,3071,NA,NA,NA,NA,NA,NA,1,516769.3681,2177601.261,"N4E2","31","A",2435.698,0.2435698,"",0,0,0.007142857,5,"","",2,"intermediate status residence",77,"no plausible alternative to the pirmary interpretation",4,"apartment compound",77,"no plausible alternative to the primary interpretation","Architecture","House","Intermediate Status Residential","",2,"intermediate status residence",63.02436016,2762,9,307,1,0,0,"",0,0,"",NA,"","H2020",2,"IM","intermediate status residence",2,"IM","Intermediate Status Residence",1,"DStr","Domestic Structure",7.51063213074314,55.5786777674992,NA,0,"","",NA,"",2,0,0,1,0,NA,0,0,"",7.4
